Mercado,Seleção,Tipo de lance,ID da Aposta,Aposta realizada,,Persistência,Probabilidades req.,Aposta (R$),Responsabilidade (R$),Média de probabilidades correspondidas,Lucro/Prejuízo (R$)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909407873,20-jun-26 18:33,,C,7.4,1.00,,7.4,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909408397,20-jun-26 18:33,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909408856,20-jun-26 18:33,,C,7.4,1.00,,7.4,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909409181,20-jun-26 18:33,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909411139,20-jun-26 18:33,,C,7.4,1.00,,7.4,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909411673,20-jun-26 18:33,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909420598,20-jun-26 18:33,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909421031,20-jun-26 18:33,,C,7.4,1.00,,7.4,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909423398,20-jun-26 18:33,,C,7,1.00,,7,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909424091,20-jun-26 18:33,,C,6.8,1.00,,6.8,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909636322,20-jun-26 18:37,,C,7,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909636639,20-jun-26 18:37,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909640146,20-jun-26 18:37,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909640780,20-jun-26 18:38,,C,7,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909641107,20-jun-26 18:38,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909641328,20-jun-26 18:38,,C,7,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909641668,20-jun-26 18:38,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909643498,20-jun-26 18:38,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909645472,20-jun-26 18:38,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909646239,20-jun-26 18:38,,C,7,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909646726,20-jun-26 18:38,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909648082,20-jun-26 18:38,,C,7.2,1.00,,7.2,(1.00)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909655274,20-jun-26 18:38,,C,7.2,50.92,,7.2,(50.92)
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,Contra,432909693847,20-jun-26 18:38,,C,7.6,22.73,150.02,7.6,22.73
Futebol / Alemanha x Costa do Marfim / Resultado da partida,Costa do Marfim,A favor,432909725051,20-jun-26 18:39,,C,7.4,23.35,,7.4,(23.35)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432882208016,20-jun-26 13:58,,C,8.8,25.64,199.99,8.8,(200.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432883033791,20-jun-26 14:06,,C,4.5,14.29,50.02,4.5,(50.02)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432883128709,20-jun-26 14:07,,C,5,12.50,50.00,5,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,A favor,432883463760,20-jun-26 14:09,,C,4.9,61.54,,4.9,240.01
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432883497430,20-jun-26 14:10,,C,4.8,39.47,149.99,4.8,(149.99)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432883514412,20-jun-26 14:10,,C,4.8,39.47,149.99,4.8,(149.99)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,A favor,432883717783,20-jun-26 14:11,,C,4.6,93.43,,4.6,336.35
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432883803657,20-jun-26 14:12,,C,4.8,39.47,149.99,4.8,(149.99)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432883825849,20-jun-26 14:12,,C,4.9,38.46,149.99,4.9,(149.99)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,A favor,432884210302,20-jun-26 14:16,,C,4.9,77.13,,4.9,300.81
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432884340771,20-jun-26 14:17,,C,2.24,40.32,50.00,2.24,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432884361446,20-jun-26 14:17,,C,2.2,41.67,50.00,2.2,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432884434181,20-jun-26 14:17,,C,2.22,40.98,50.00,2.22,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,A favor,432885456504,20-jun-26 14:28,,C,2.3,118.68,,2.3,154.28
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432885493717,20-jun-26 14:28,,C,2.32,37.88,50.00,2.32,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432885494944,20-jun-26 14:28,,C,2.32,37.88,50.00,2.32,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432885502806,20-jun-26 14:28,,C,2.34,37.31,50.00,2.34,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432885507455,20-jun-26 14:28,,C,2.34,37.31,50.00,2.34,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,A favor,432885529348,20-jun-26 14:29,,C,2.36,148.46,,2.36,201.91
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432885554325,20-jun-26 14:29,,C,2.38,36.23,50.00,2.38,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432885554814,20-jun-26 14:29,,C,2.36,36.76,49.99,2.36,(49.99)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432885559243,20-jun-26 14:29,,C,2.38,36.23,50.00,2.38,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432885559771,20-jun-26 14:29,,C,2.36,36.76,49.99,2.36,(49.99)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432885571800,20-jun-26 14:29,,C,2.38,36.23,50.00,2.38,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,A favor,432886122322,20-jun-26 14:35,,C,2.58,167.52,,2.58,264.68
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432886135021,20-jun-26 14:35,,C,2.58,31.65,49.37,2.56,(49.37)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432886135661,20-jun-26 14:35,,C,2.56,32.05,50.00,2.56,(49.99)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432886136082,20-jun-26 14:35,,C,2.54,32.47,50.00,2.54,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,A favor,432886285385,20-jun-26 14:36,,C,2.62,93.72,,2.62,151.83
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432886572869,20-jun-26 14:39,,C,2.7,29.41,50.00,2.7,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432886573517,20-jun-26 14:39,,C,2.72,29.07,50.00,2.72,(49.93)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432886599920,20-jun-26 14:40,,C,2.7,29.41,50.00,2.7,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432886611314,20-jun-26 14:40,,C,2.7,29.41,50.00,2.7,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432886668261,20-jun-26 14:40,,C,2.68,29.76,50.00,2.68,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432886678637,20-jun-26 14:41,,C,2.68,29.76,50.00,2.68,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,A favor,432886733307,20-jun-26 14:41,,C,2.72,175.27,,2.72,301.46
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432886882085,20-jun-26 14:43,,C,2.92,26.04,50.00,2.92,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432886908364,20-jun-26 14:43,,C,2.96,25.51,50.00,2.96,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,A favor,432887122283,20-jun-26 14:45,,C,2.98,50.85,,2.98,100.68
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432887161338,20-jun-26 14:45,,C,3.15,23.26,50.01,3.15,(50.01)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432887205874,20-jun-26 14:46,,C,3.25,22.22,50.00,3.25,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432887223177,20-jun-26 14:46,,C,3.25,1.90,4.28,3.25,(4.28)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432887232285,20-jun-26 14:46,,C,3.3,21.74,50.00,3.3,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,A favor,432887414452,20-jun-26 14:48,,C,3.35,66.69,,3.35,156.72
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432887468584,20-jun-26 14:48,,C,3.45,20.41,50.00,3.45,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432887469545,20-jun-26 14:48,,C,3.4,20.83,49.99,3.4,(49.99)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432887470663,20-jun-26 14:48,,C,3.45,20.41,50.00,3.45,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432887471146,20-jun-26 14:48,,C,3.4,20.83,49.99,3.4,(49.99)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432887472088,20-jun-26 14:48,,C,3.45,20.41,50.00,3.45,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432887472896,20-jun-26 14:48,,C,3.4,20.83,49.99,3.4,(49.99)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432887474295,20-jun-26 14:48,,C,3.45,20.41,50.00,3.45,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432887475249,20-jun-26 14:48,,C,3.4,20.83,49.99,3.4,(49.99)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,A favor,432889771335,20-jun-26 15:10,,C,1.54,366.84,,1.54,198.09
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432889840155,20-jun-26 15:10,,C,1.55,90.91,50.00,1.55,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432889852207,20-jun-26 15:10,,C,1.56,89.29,50.00,1.56,(50.01)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,A favor,432890113841,20-jun-26 15:12,,C,1.61,174.04,,1.61,106.16
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,Contra,432890151950,20-jun-26 15:13,,C,1.64,78.13,50.00,1.64,(50.00)
Futebol / Holanda x Suécia / Placar correto,Qualquer outra vitória em casa,A favor,432890178659,20-jun-26 15:13,,C,1.64,78.13,,1.64,50.00
Futebol / Holanda x Suécia / Resultado da partida,Suécia,Contra,432883466182,20-jun-26 14:09,,C,12.5,20.87,240.00,12.5,20.87
Futebol / Holanda x Suécia / Resultado da partida,Suécia,A favor,432883624051,20-jun-26 14:11,,C,12.5,20.87,,12.5,(20.87)
Futebol / Holanda x Suécia / Resultado da partida,Suécia,Contra,432883663236,20-jun-26 14:11,,C,13,20.00,240.00,13,20.00
Futebol / Holanda x Suécia / Resultado da partida,Suécia,Contra,432883757256,20-jun-26 14:12,,C,13.5,19.20,240.00,13.5,19.20
Futebol / Holanda x Suécia / Resultado da partida,Suécia,A favor,432883898848,20-jun-26 14:13,,C,13.5,38.46,,13.5,(38.46)
Futebol / Holanda x Suécia / Resultado da partida,Suécia,Contra,432884171901,20-jun-26 14:15,,C,15,17.14,239.96,15,17.14
Futebol / Holanda x Suécia / Resultado da partida,Suécia,Contra,432884297096,20-jun-26 14:16,,C,50,4.90,240.10,50,4.90
Futebol / Holanda x Suécia / Resultado da partida,Suécia,A favor,432884377864,20-jun-26 14:17,,C,50,10.04,,50,(10.04)
Futebol / Holanda x Suécia / Resultado da partida,Suécia,Contra,432886371730,20-jun-26 14:37,,C,55,9.26,500.04,55,9.26
Futebol / Holanda x Suécia / Resultado da partida,Suécia,A favor,432886567044,20-jun-26 14:39,,C,50,10.19,,50,(10.19)
Futebol / Holanda x Suécia / Resultado da partida,Empate,Contra,432890434572,20-jun-26 15:15,,C,520,1.22,633.18,520,1.22
Futebol / Holanda x Suécia / Resultado da partida,Empate,A favor,432890802091,20-jun-26 15:19,,C,490,1.29,,490,(1.29)
Futebol / Holanda x Suécia / Resultado da partida,Empate,Contra,432891194673,20-jun-26 15:23,,C,150,0.07,9.73,140,0.07
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432782937088,19-jun-26 16:00,,C,9.8,22.73,200.02,9.8,22.73
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432782955803,19-jun-26 16:00,,C,10,22.28,,10,(22.28)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432783549902,19-jun-26 16:04,,C,12,18.18,199.98,12,18.18
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432785223025,19-jun-26 16:13,,C,5.8,37.61,,5.8,(37.61)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432785447525,19-jun-26 16:14,,C,5.5,22.22,99.99,5.5,22.22
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432785449763,19-jun-26 16:14,,C,5.4,11.80,51.92,5.4,11.80
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432785474511,19-jun-26 16:14,,C,5.6,21.74,100.00,5.6,21.74
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432785515772,19-jun-26 16:15,,C,5.6,21.74,100.00,5.6,21.74
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432785833595,19-jun-26 16:16,,C,5.2,82.57,,5.2,(82.57)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432786061585,19-jun-26 16:17,,C,5.4,22.73,100.01,5.4,22.73
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432786071548,19-jun-26 16:17,,C,5.4,22.73,100.01,5.4,22.73
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432786093614,19-jun-26 16:17,,C,5.5,22.22,99.99,5.5,22.22
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432786158204,19-jun-26 16:18,,C,5.6,21.74,100.00,5.6,21.74
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432786159747,19-jun-26 16:18,,C,5.5,22.22,99.99,5.5,22.22
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432788471674,19-jun-26 16:31,,C,5.9,103.67,,5.9,(103.67)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432788811728,19-jun-26 16:33,,C,6.4,20.41,110.21,6.4,20.41
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432788840411,19-jun-26 16:33,,C,6.4,20.83,112.48,6.4,20.83
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432789227270,19-jun-26 16:36,,C,6.4,18.52,100.01,6.4,18.52
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432789284884,19-jun-26 16:37,,C,6.6,42.61,,6.6,(42.61)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432789391072,19-jun-26 16:38,,C,6.8,14.89,,6.8,(14.89)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432789495017,19-jun-26 16:39,,C,7.6,15.15,99.99,7.6,15.15
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432789497253,19-jun-26 16:39,,C,7.4,15.63,100.03,7.4,15.63
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432789498608,19-jun-26 16:39,,C,7.2,16.13,100.01,7.2,16.13
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432789538209,19-jun-26 16:39,,C,7.6,15.15,99.99,7.6,15.15
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432789856276,19-jun-26 16:42,,C,7.4,53.11,,7.4,(53.11)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432790244961,19-jun-26 16:46,,C,3.2,45.45,99.99,3.2,45.45
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432790341243,19-jun-26 16:47,,C,3.25,66.00,,3.25,(66.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432790447844,19-jun-26 16:48,,C,3.2,45.45,99.99,3.2,45.45
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432790465689,19-jun-26 16:48,,C,3.3,43.48,100.00,3.3,43.48
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432790733101,19-jun-26 16:50,,C,3.85,75.05,,3.85,(75.05)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432790753778,19-jun-26 16:50,,C,3.9,34.48,99.99,3.9,34.48
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432790793390,19-jun-26 16:51,,C,3.95,34.04,,3.95,(34.04)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432790805627,19-jun-26 16:51,,C,4,33.33,99.99,4,33.33
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432790806344,19-jun-26 16:51,,C,3.95,33.90,100.00,3.95,33.90
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432790964560,19-jun-26 16:52,,C,4.1,65.18,,4.1,(65.18)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432791712899,19-jun-26 16:59,,C,3.9,34.48,99.99,3.9,34.48
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432792176903,19-jun-26 17:04,,C,3.85,35.09,100.01,3.85,35.09
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432792643609,19-jun-26 17:08,,C,3.95,68.25,,3.95,(68.25)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432792885227,19-jun-26 17:11,,C,3.85,35.09,100.01,3.85,35.09
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432792888927,19-jun-26 17:11,,C,3.8,6.83,19.12,3.8,6.83
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432793086160,19-jun-26 17:12,,C,4.1,39.28,,4.1,(39.28)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432793392458,19-jun-26 17:16,,C,4.1,32.26,100.01,4.1,32.26
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432793491029,19-jun-26 17:17,,C,3.9,33.91,,3.9,(33.91)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432793730124,19-jun-26 17:19,,C,4.2,31.25,100.00,4.2,31.25
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432793754452,19-jun-26 17:19,,C,4.3,30.52,,4.3,(30.52)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432793812821,19-jun-26 17:20,,C,4.3,30.30,99.99,4.3,30.30
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432793886913,19-jun-26 17:20,,C,4.4,29.61,,4.4,(29.61)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432793914267,19-jun-26 17:21,,C,4.7,27.03,100.01,4.7,27.03
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432793915311,19-jun-26 17:21,,C,4.6,27.78,100.01,4.6,27.78
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794111622,19-jun-26 17:23,,C,4.8,1.00,,4.9,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794112377,19-jun-26 17:23,,C,4.9,1.00,,4.9,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794112970,19-jun-26 17:23,,C,5,1.00,,5,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794113633,19-jun-26 17:23,,C,5.1,1.00,,5.1,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794114525,19-jun-26 17:23,,C,5.2,1.00,,5.2,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794119134,19-jun-26 17:23,,C,4.9,1.00,,4.9,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794120122,19-jun-26 17:23,,C,5,1.00,,5,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794120760,19-jun-26 17:23,,C,5.1,1.00,,5.1,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794121282,19-jun-26 17:23,,C,5.2,1.00,,5.2,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794127968,19-jun-26 17:23,,C,4.9,1.00,,4.9,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794128647,19-jun-26 17:23,,C,4.8,1.00,,5,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794130461,19-jun-26 17:23,,C,4.9,1.00,,4.9,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794130892,19-jun-26 17:23,,C,5,1.00,,5,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794142264,19-jun-26 17:23,,C,5,1.00,,5,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794142997,19-jun-26 17:23,,C,4.9,1.00,,5.1,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794150711,19-jun-26 17:23,,C,5,1.00,,5,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794151098,19-jun-26 17:23,,C,5.1,1.00,,5.1,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794167097,19-jun-26 17:23,,C,5.1,1.00,,5.1,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794169296,19-jun-26 17:23,,C,5.1,1.00,,5.1,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794169975,19-jun-26 17:23,,C,5,1.00,,5,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794170620,19-jun-26 17:23,,C,5.1,1.00,,5.1,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794171175,19-jun-26 17:23,,C,5,1.00,,5,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794171505,19-jun-26 17:23,,C,5.1,1.00,,5.1,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794171906,19-jun-26 17:23,,C,5.1,1.00,,5.1,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794174259,19-jun-26 17:23,,C,5,1.00,,5,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794174873,19-jun-26 17:23,,C,5.1,1.00,,5.1,(1.00)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794191173,19-jun-26 17:24,,C,5.1,24.30,,5.1,(24.30)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432794218618,19-jun-26 17:24,,C,5.3,23.26,100.02,5.3,23.26
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794232568,19-jun-26 17:24,,C,5.5,22.42,,5.5,(22.42)
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,Contra,432794456255,19-jun-26 17:26,,C,6.6,17.86,100.02,6.6,17.86
Futebol / Estados Unidos x Austrália / Placar correto,Qualquer outra vitória em casa,A favor,432794568519,19-jun-26 17:27,,C,7,16.84,,7,(16.84)
Futebol / Estados Unidos x Austrália / Resultado da partida,Austrália,Contra,432783224936,19-jun-26 16:02,,C,7,33.33,199.98,7,33.33
